id,hostname,ip,os,cpu,ram_gb,disk_gb,status,uptime_days
1937,server-1937,192.168.84.167,Ubuntu 22.04,4,4,500,offline,193
1938,server-1938,192.168.37.144,Ubuntu 22.04,32,8,500,offline,310
1939,server-1939,192.168.83.116,Debian 12,16,4,500,online,247
1940,server-1940,192.168.117.102,CentOS 8,2,8,500,online,112
1941,server-1941,192.168.255.181,Ubuntu 22.04,4,4,2000,maintenance,339
1942,server-1942,192.168.88.190,CentOS 8,2,32,1000,offline,78
1943,server-1943,192.168.194.74,CentOS 8,8,64,100,online,274
1944,server-1944,192.168.69.65,Ubuntu 22.04,8,8,100,offline,50
1945,server-1945,192.168.45.169,Ubuntu 22.04,4,64,1000,offline,22
1946,server-1946,192.168.255.28,CentOS 8,16,32,100,online,204
1947,server-1947,192.168.3.99,Windows Server 2022,2,32,100,online,262
1948,server-1948,192.168.204.198,Debian 12,4,64,500,offline,364
1949,server-1949,192.168.134.204,Windows Server 2022,32,16,2000,maintenance,226
1950,server-1950,192.168.97.170,Debian 12,32,4,100,offline,34
1951,server-1951,192.168.132.141,Debian 12,2,64,2000,offline,177
1952,server-1952,192.168.150.93,Debian 12,32,32,100,online,37
1953,server-1953,192.168.85.39,Windows Server 2022,16,8,500,online,8
1954,server-1954,192.168.138.56,Ubuntu 22.04,4,64,1000,maintenance,176
1955,server-1955,192.168.117.78,Windows Server 2022,4,4,500,maintenance,348
1956,server-1956,192.168.148.194,Windows Server 2022,4,16,2000,maintenance,184
1957,server-1957,192.168.18.62,CentOS 8,2,8,1000,maintenance,221
1958,server-1958,192.168.179.248,Windows Server 2022,16,32,100,maintenance,330
1959,server-1959,192.168.34.5,Ubuntu 22.04,4,32,2000,offline,169
1960,server-1960,192.168.71.9,Debian 12,32,64,500,maintenance,182
1961,server-1961,192.168.26.19,CentOS 8,32,32,2000,maintenance,27
1962,server-1962,192.168.135.246,Windows Server 2022,4,8,100,maintenance,185
1963,server-1963,192.168.218.91,Windows Server 2022,16,64,1000,offline,210
1964,server-1964,192.168.65.45,Debian 12,4,8,500,online,241
1965,server-1965,192.168.8.166,Ubuntu 22.04,16,8,1000,online,41
1966,server-1966,192.168.205.76,Ubuntu 22.04,32,16,500,offline,93
1967,server-1967,192.168.82.144,Ubuntu 22.04,8,64,2000,online,310
1968,server-1968,192.168.157.21,Ubuntu 22.04,32,64,100,maintenance,213
1969,server-1969,192.168.63.22,CentOS 8,4,4,100,offline,197
1970,server-1970,192.168.245.238,Debian 12,16,64,500,online,157
1971,server-1971,192.168.182.28,Ubuntu 22.04,2,8,1000,maintenance,172
1972,server-1972,192.168.199.150,CentOS 8,2,32,500,offline,91
1973,server-1973,192.168.24.211,CentOS 8,32,8,100,offline,88
1974,server-1974,192.168.115.95,Ubuntu 22.04,32,64,2000,maintenance,140
1975,server-1975,192.168.243.88,Windows Server 2022,4,32,1000,offline,3
1976,server-1976,192.168.36.105,CentOS 8,32,32,500,offline,312
1977,server-1977,192.168.20.199,Debian 12,16,8,100,offline,284
1978,server-1978,192.168.129.93,CentOS 8,4,32,500,offline,206
1979,server-1979,192.168.124.29,Ubuntu 22.04,2,32,100,offline,3
1980,server-1980,192.168.189.3,Ubuntu 22.04,16,64,100,maintenance,139
1981,server-1981,192.168.234.81,CentOS 8,16,16,2000,maintenance,277
1982,server-1982,192.168.26.231,Windows Server 2022,16,16,100,online,122
1983,server-1983,192.168.234.229,CentOS 8,8,4,2000,maintenance,110
1984,server-1984,192.168.185.253,CentOS 8,32,32,2000,online,227
1985,server-1985,192.168.166.29,Debian 12,4,8,500,maintenance,134
1986,server-1986,192.168.122.28,Ubuntu 22.04,32,4,500,maintenance,182
1987,server-1987,192.168.179.169,CentOS 8,4,64,1000,maintenance,289
1988,server-1988,192.168.145.104,Ubuntu 22.04,2,16,100,online,16
1989,server-1989,192.168.30.101,CentOS 8,32,64,100,maintenance,139
1990,server-1990,192.168.91.17,CentOS 8,16,64,100,online,51
1991,server-1991,192.168.128.22,Windows Server 2022,2,4,1000,offline,348
1992,server-1992,192.168.202.19,Windows Server 2022,8,32,100,offline,50
1993,server-1993,192.168.133.227,CentOS 8,32,32,1000,online,253
1994,server-1994,192.168.248.162,Windows Server 2022,2,64,2000,maintenance,351
1995,server-1995,192.168.14.47,Ubuntu 22.04,8,32,1000,online,340
1996,server-1996,192.168.34.194,CentOS 8,2,16,100,online,107
1997,server-1997,192.168.250.44,Windows Server 2022,4,4,500,online,245
1998,server-1998,192.168.38.74,Debian 12,4,16,100,online,236
1999,server-1999,192.168.167.253,CentOS 8,2,4,1000,maintenance,93
2000,server-2000,192.168.155.58,Debian 12,16,32,100,offline,214
2001,server-2001,192.168.122.27,CentOS 8,32,8,2000,maintenance,225
2002,server-2002,192.168.127.22,Debian 12,4,8,100,online,34
2003,server-2003,192.168.208.153,Ubuntu 22.04,2,4,100,maintenance,274
2004,server-2004,192.168.164.1,Windows Server 2022,8,8,500,online,26
2005,server-2005,192.168.124.220,CentOS 8,2,16,500,online,350
2006,server-2006,192.168.172.42,Ubuntu 22.04,16,4,1000,online,297
2007,server-2007,192.168.202.44,Windows Server 2022,2,4,1000,offline,341
2008,server-2008,192.168.114.193,CentOS 8,2,8,100,online,320
2009,server-2009,192.168.101.142,Windows Server 2022,32,8,500,online,270
2010,server-2010,192.168.63.69,CentOS 8,8,32,1000,maintenance,42
2011,server-2011,192.168.213.62,Ubuntu 22.04,16,4,1000,offline,116
2012,server-2012,192.168.139.232,CentOS 8,8,16,2000,maintenance,257
2013,server-2013,192.168.110.25,Windows Server 2022,32,64,2000,offline,206
2014,server-2014,192.168.35.68,CentOS 8,2,64,100,maintenance,281
2015,server-2015,192.168.97.43,Debian 12,8,8,2000,maintenance,306
2016,server-2016,192.168.249.230,Ubuntu 22.04,2,32,1000,maintenance,162
2017,server-2017,192.168.125.177,Debian 12,4,16,1000,offline,190
2018,server-2018,192.168.9.46,Ubuntu 22.04,32,4,100,maintenance,123
2019,server-2019,192.168.98.220,Windows Server 2022,16,8,100,offline,285
2020,server-2020,192.168.48.156,CentOS 8,2,64,100,online,1
2021,server-2021,192.168.224.239,Ubuntu 22.04,8,16,500,online,195
2022,server-2022,192.168.155.114,Ubuntu 22.04,2,16,2000,offline,118
2023,server-2023,192.168.167.111,Ubuntu 22.04,2,8,1000,maintenance,2
2024,server-2024,192.168.202.145,CentOS 8,8,16,500,online,307
2025,server-2025,192.168.58.57,Windows Server 2022,8,16,500,maintenance,87
2026,server-2026,192.168.121.14,Windows Server 2022,8,16,2000,maintenance,107
2027,server-2027,192.168.160.43,Debian 12,32,32,100,maintenance,76
2028,server-2028,192.168.46.36,Windows Server 2022,4,64,1000,maintenance,95
2029,server-2029,192.168.234.81,Debian 12,2,4,2000,maintenance,153
2030,server-2030,192.168.250.142,Debian 12,32,8,500,online,201
2031,server-2031,192.168.36.240,Ubuntu 22.04,8,4,2000,offline,312
2032,server-2032,192.168.76.244,Debian 12,32,4,500,online,33
2033,server-2033,192.168.175.230,CentOS 8,32,16,500,offline,179
2034,server-2034,192.168.97.130,Debian 12,2,4,100,offline,55
2035,server-2035,192.168.209.212,Ubuntu 22.04,32,64,500,maintenance,244
2036,server-2036,192.168.88.69,Debian 12,2,64,1000,offline,336
2037,server-2037,192.168.212.69,Ubuntu 22.04,8,8,100,online,244
2038,server-2038,192.168.104.131,CentOS 8,8,4,2000,online,210
2039,server-2039,192.168.180.26,Windows Server 2022,32,16,500,offline,295
2040,server-2040,192.168.160.118,Debian 12,2,4,500,offline,337
2041,server-2041,192.168.160.196,CentOS 8,8,64,500,maintenance,339
2042,server-2042,192.168.164.152,Windows Server 2022,16,64,100,offline,6
2043,server-2043,192.168.176.149,Windows Server 2022,16,4,1000,maintenance,192
2044,server-2044,192.168.211.85,Windows Server 2022,8,8,2000,online,212
2045,server-2045,192.168.231.36,CentOS 8,4,16,1000,online,154
2046,server-2046,192.168.187.66,Ubuntu 22.04,32,64,1000,maintenance,98
2047,server-2047,192.168.190.251,Ubuntu 22.04,32,16,500,maintenance,164
2048,server-2048,192.168.226.134,CentOS 8,32,64,100,online,56
2049,server-2049,192.168.33.74,Debian 12,32,32,1000,online,324
2050,server-2050,192.168.65.17,Windows Server 2022,16,8,500,maintenance,349
2051,server-2051,192.168.155.172,Ubuntu 22.04,16,8,500,offline,106
2052,server-2052,192.168.130.79,Debian 12,2,8,100,online,76
2053,server-2053,192.168.209.204,CentOS 8,16,32,100,maintenance,170
2054,server-2054,192.168.239.27,Ubuntu 22.04,2,8,100,offline,87
2055,server-2055,192.168.193.106,CentOS 8,32,32,1000,offline,221
2056,server-2056,192.168.97.79,CentOS 8,8,32,1000,offline,2
2057,server-2057,192.168.244.224,Debian 12,32,16,100,offline,92
2058,server-2058,192.168.157.66,Ubuntu 22.04,2,4,2000,offline,225
2059,server-2059,192.168.171.24,CentOS 8,2,8,2000,offline,128
2060,server-2060,192.168.6.237,Debian 12,16,64,100,offline,8
2061,server-2061,192.168.125.137,Windows Server 2022,32,8,2000,maintenance,31
2062,server-2062,192.168.68.204,Debian 12,16,8,1000,maintenance,84
2063,server-2063,192.168.42.174,Windows Server 2022,2,4,2000,offline,84
2064,server-2064,192.168.133.93,CentOS 8,16,4,2000,offline,269
2065,server-2065,192.168.172.59,Debian 12,16,64,500,maintenance,227
2066,server-2066,192.168.227.130,Windows Server 2022,8,64,500,online,84
2067,server-2067,192.168.116.138,Windows Server 2022,32,16,100,offline,276
2068,server-2068,192.168.200.252,Debian 12,4,16,1000,online,101
2069,server-2069,192.168.229.104,Ubuntu 22.04,16,64,1000,maintenance,128
2070,server-2070,192.168.92.40,CentOS 8,16,4,1000,online,336
2071,server-2071,192.168.214.136,Ubuntu 22.04,2,64,1000,maintenance,43
2072,server-2072,192.168.56.188,Ubuntu 22.04,16,8,2000,online,347
2073,server-2073,192.168.61.85,CentOS 8,16,64,1000,offline,158
2074,server-2074,192.168.69.160,Debian 12,16,64,100,online,28
2075,server-2075,192.168.60.3,Windows Server 2022,8,16,500,online,44
2076,server-2076,192.168.243.192,Ubuntu 22.04,4,32,100,maintenance,50
2077,server-2077,192.168.139.19,CentOS 8,32,32,100,maintenance,131
2078,server-2078,192.168.13.135,Debian 12,16,4,2000,maintenance,313
2079,server-2079,192.168.74.129,CentOS 8,8,32,2000,online,282
2080,server-2080,192.168.123.196,Windows Server 2022,4,8,2000,maintenance,321
2081,server-2081,192.168.10.233,Windows Server 2022,8,64,500,maintenance,327
2082,server-2082,192.168.201.53,Ubuntu 22.04,4,8,1000,online,322
2083,server-2083,192.168.69.77,Ubuntu 22.04,16,4,500,maintenance,171
2084,server-2084,192.168.178.148,CentOS 8,2,16,500,offline,242
2085,server-2085,192.168.107.89,Debian 12,32,8,100,offline,42
2086,server-2086,192.168.11.123,CentOS 8,16,64,1000,maintenance,262
2087,server-2087,192.168.197.254,CentOS 8,8,64,100,offline,154
2088,server-2088,192.168.92.97,Windows Server 2022,4,64,100,online,0
2089,server-2089,192.168.73.235,Ubuntu 22.04,8,16,500,maintenance,326
2090,server-2090,192.168.107.32,Ubuntu 22.04,8,8,2000,online,17
2091,server-2091,192.168.212.107,Debian 12,8,4,1000,online,170
2092,server-2092,192.168.16.113,Ubuntu 22.04,2,32,2000,online,187
2093,server-2093,192.168.158.155,Ubuntu 22.04,16,8,1000,maintenance,345
2094,server-2094,192.168.172.22,Ubuntu 22.04,4,64,2000,maintenance,324
2095,server-2095,192.168.137.211,CentOS 8,8,8,500,maintenance,189
2096,server-2096,192.168.57.74,Debian 12,16,16,500,offline,228
2097,server-2097,192.168.46.108,Windows Server 2022,2,16,1000,offline,143
2098,server-2098,192.168.16.200,Debian 12,2,64,1000,maintenance,319
2099,server-2099,192.168.52.87,CentOS 8,32,8,100,online,104
2100,server-2100,192.168.155.230,CentOS 8,8,4,2000,offline,27
2101,server-2101,192.168.57.240,Windows Server 2022,4,4,1000,maintenance,233
2102,server-2102,192.168.140.241,Debian 12,32,64,500,offline,28
2103,server-2103,192.168.143.163,Debian 12,16,8,100,offline,82
2104,server-2104,192.168.154.94,Ubuntu 22.04,2,64,1000,maintenance,245
2105,server-2105,192.168.218.72,CentOS 8,4,16,500,offline,143
2106,server-2106,192.168.123.44,Windows Server 2022,4,8,100,offline,121
2107,server-2107,192.168.235.192,CentOS 8,8,16,100,maintenance,2
2108,server-2108,192.168.69.26,Ubuntu 22.04,4,64,2000,offline,124
2109,server-2109,192.168.79.213,Ubuntu 22.04,4,8,1000,online,337
2110,server-2110,192.168.244.146,Windows Server 2022,2,8,100,maintenance,1
2111,server-2111,192.168.138.186,Debian 12,4,32,1000,online,113
2112,server-2112,192.168.46.221,Windows Server 2022,8,16,100,online,67
2113,server-2113,192.168.145.115,CentOS 8,8,16,500,online,338
2114,server-2114,192.168.147.155,Debian 12,16,4,500,online,188
2115,server-2115,192.168.134.15,Windows Server 2022,8,4,100,online,157
2116,server-2116,192.168.232.162,Debian 12,16,8,500,maintenance,45
2117,server-2117,192.168.0.2,Ubuntu 22.04,32,64,1000,offline,137
2118,server-2118,192.168.221.114,Windows Server 2022,8,32,100,online,346
2119,server-2119,192.168.64.231,Windows Server 2022,16,64,500,offline,349
2120,server-2120,192.168.92.169,Debian 12,8,16,2000,offline,153
2121,server-2121,192.168.86.148,CentOS 8,2,4,500,online,86
2122,server-2122,192.168.93.196,CentOS 8,2,16,100,online,69
2123,server-2123,192.168.103.63,Windows Server 2022,8,8,100,offline,227
2124,server-2124,192.168.220.49,Ubuntu 22.04,16,64,100,online,177
2125,server-2125,192.168.130.7,Ubuntu 22.04,4,8,100,online,105
2126,server-2126,192.168.33.96,CentOS 8,4,16,500,online,57
2127,server-2127,192.168.77.122,Windows Server 2022,16,8,1000,offline,77
2128,server-2128,192.168.175.252,Ubuntu 22.04,8,8,100,maintenance,176
2129,server-2129,192.168.177.106,CentOS 8,4,64,100,online,6
2130,server-2130,192.168.246.251,Debian 12,8,64,2000,online,110
2131,server-2131,192.168.234.98,Debian 12,32,32,1000,online,292
2132,server-2132,192.168.148.100,CentOS 8,32,4,1000,maintenance,318
2133,server-2133,192.168.66.58,Ubuntu 22.04,32,64,500,offline,22
2134,server-2134,192.168.6.9,CentOS 8,16,32,500,maintenance,17
2135,server-2135,192.168.59.193,CentOS 8,4,8,100,offline,90
2136,server-2136,192.168.187.37,Debian 12,4,8,500,online,59
2137,server-2137,192.168.229.64,Windows Server 2022,2,16,1000,online,151
2138,server-2138,192.168.224.209,CentOS 8,2,8,100,offline,338
2139,server-2139,192.168.53.19,Debian 12,4,4,2000,maintenance,338
2140,server-2140,192.168.58.113,Ubuntu 22.04,8,64,2000,maintenance,45
2141,server-2141,192.168.137.166,Debian 12,16,8,500,offline,22
2142,server-2142,192.168.254.164,Ubuntu 22.04,2,64,100,online,144
2143,server-2143,192.168.231.114,Ubuntu 22.04,4,8,1000,online,248
2144,server-2144,192.168.195.73,Windows Server 2022,32,8,1000,offline,152
2145,server-2145,192.168.125.12,CentOS 8,2,16,100,online,205
2146,server-2146,192.168.115.169,Ubuntu 22.04,4,8,100,offline,313
2147,server-2147,192.168.151.128,Ubuntu 22.04,32,16,500,offline,258
2148,server-2148,192.168.179.183,CentOS 8,4,64,1000,maintenance,301
2149,server-2149,192.168.187.109,Windows Server 2022,16,16,1000,offline,216
2150,server-2150,192.168.34.138,Windows Server 2022,2,64,100,online,246
2151,server-2151,192.168.45.183,CentOS 8,4,32,2000,online,233
2152,server-2152,192.168.109.171,Ubuntu 22.04,16,16,100,online,202
2153,server-2153,192.168.63.57,Ubuntu 22.04,32,64,100,maintenance,265
2154,server-2154,192.168.242.102,Ubuntu 22.04,2,4,500,maintenance,365
2155,server-2155,192.168.65.45,Debian 12,4,4,500,maintenance,142
2156,server-2156,192.168.86.109,Ubuntu 22.04,16,4,1000,maintenance,76
2157,server-2157,192.168.108.132,CentOS 8,2,4,1000,online,31
2158,server-2158,192.168.75.198,Debian 12,32,16,100,online,55
2159,server-2159,192.168.247.239,Debian 12,32,8,500,offline,329
2160,server-2160,192.168.207.32,Ubuntu 22.04,2,16,2000,maintenance,53
2161,server-2161,192.168.171.245,CentOS 8,8,4,1000,offline,279
2162,server-2162,192.168.24.21,Windows Server 2022,2,4,1000,maintenance,10
2163,server-2163,192.168.17.27,Windows Server 2022,8,8,2000,online,283
2164,server-2164,192.168.206.236,Ubuntu 22.04,2,8,100,offline,123
2165,server-2165,192.168.119.204,CentOS 8,4,8,2000,maintenance,255
2166,server-2166,192.168.149.90,Ubuntu 22.04,8,16,100,maintenance,285
2167,server-2167,192.168.206.112,CentOS 8,2,64,1000,offline,143
2168,server-2168,192.168.236.55,Windows Server 2022,16,16,100,maintenance,38
2169,server-2169,192.168.9.106,Windows Server 2022,16,8,1000,online,326
2170,server-2170,192.168.247.1,Debian 12,32,4,500,online,132
2171,server-2171,192.168.112.157,Debian 12,32,64,100,offline,71
2172,server-2172,192.168.174.89,Ubuntu 22.04,4,8,500,online,327
2173,server-2173,192.168.91.154,Windows Server 2022,2,64,1000,online,20
2174,server-2174,192.168.178.16,CentOS 8,8,4,100,offline,245
2175,server-2175,192.168.150.252,Debian 12,16,16,1000,maintenance,110
2176,server-2176,192.168.221.2,Windows Server 2022,8,16,1000,maintenance,158
2177,server-2177,192.168.128.225,Debian 12,2,8,500,offline,43
2178,server-2178,192.168.110.199,Ubuntu 22.04,8,16,1000,offline,38
2179,server-2179,192.168.89.244,Debian 12,16,8,1000,offline,30
2180,server-2180,192.168.251.163,Ubuntu 22.04,8,64,500,maintenance,177
2181,server-2181,192.168.160.22,Debian 12,32,64,100,maintenance,237
2182,server-2182,192.168.11.88,Ubuntu 22.04,8,16,100,offline,125
2183,server-2183,192.168.122.221,Windows Server 2022,8,32,100,offline,307
2184,server-2184,192.168.97.55,Debian 12,16,64,2000,offline,202
2185,server-2185,192.168.38.203,Ubuntu 22.04,16,16,1000,offline,247
2186,server-2186,192.168.69.62,CentOS 8,2,32,500,offline,198
2187,server-2187,192.168.158.135,CentOS 8,16,16,100,offline,102
2188,server-2188,192.168.127.69,Debian 12,8,8,1000,offline,269
2189,server-2189,192.168.194.209,Ubuntu 22.04,16,32,1000,maintenance,301
2190,server-2190,192.168.91.217,Debian 12,4,16,2000,offline,296
2191,server-2191,192.168.220.201,CentOS 8,4,4,500,maintenance,207
2192,server-2192,192.168.91.34,CentOS 8,8,16,1000,offline,284
2193,server-2193,192.168.182.116,CentOS 8,4,8,500,maintenance,31
2194,server-2194,192.168.218.111,CentOS 8,4,16,2000,maintenance,208
2195,server-2195,192.168.16.222,CentOS 8,8,4,2000,online,127
2196,server-2196,192.168.137.66,Ubuntu 22.04,8,16,1000,offline,62
2197,server-2197,192.168.119.221,Windows Server 2022,4,32,1000,online,267
2198,server-2198,192.168.116.99,CentOS 8,32,8,1000,offline,260
2199,server-2199,192.168.230.69,Debian 12,4,32,100,offline,282
2200,server-2200,192.168.166.243,CentOS 8,2,64,500,online,318
2201,server-2201,192.168.90.164,Ubuntu 22.04,16,64,2000,maintenance,74
2202,server-2202,192.168.49.122,CentOS 8,4,64,1000,offline,284
2203,server-2203,192.168.223.7,Debian 12,2,8,1000,offline,289
2204,server-2204,192.168.25.58,Debian 12,32,16,1000,online,231
2205,server-2205,192.168.169.24,Windows Server 2022,16,16,100,online,41
2206,server-2206,192.168.67.194,Ubuntu 22.04,4,16,1000,online,18
2207,server-2207,192.168.51.167,Windows Server 2022,32,16,2000,offline,76
2208,server-2208,192.168.112.93,Windows Server 2022,4,16,2000,maintenance,210
2209,server-2209,192.168.95.154,Windows Server 2022,4,8,500,maintenance,214
2210,server-2210,192.168.51.187,CentOS 8,32,32,1000,offline,205
2211,server-2211,192.168.229.101,Debian 12,32,64,1000,maintenance,196
2212,server-2212,192.168.68.42,CentOS 8,32,8,100,online,284
2213,server-2213,192.168.45.2,Ubuntu 22.04,16,16,1000,maintenance,130
2214,server-2214,192.168.177.101,Windows Server 2022,16,32,500,offline,8
2215,server-2215,192.168.27.23,Windows Server 2022,8,16,2000,offline,152
2216,server-2216,192.168.228.97,CentOS 8,16,64,1000,offline,137
2217,server-2217,192.168.148.112,Windows Server 2022,16,4,2000,maintenance,14
2218,server-2218,192.168.168.93,Ubuntu 22.04,32,16,1000,online,222
